content,sentiment
"Hadeuh, di buat baru, malah gk bs di buka. Aneh oiy.",NEGATIF
Bagus,POSITIF
Ribet,NEGATIF
ok,POSITIF
"Ribet udh vaksin dosis ke dua pake ada booster segala, Mempersulit orang doank,",NEGATIF
Untuk memasukkan tanggal lahir saya harus memencet 50x.,NEGATIF
Mantul,POSITIF
"anggaran gede ga competible di semua device, gaji buta lu",NEGATIF
Perbaruhi terus,NEGATIF
Good,POSITIF
Bintang yang berbicara,POSITIF
Mantap,POSITIF
O to 9l by 0 loose ini ol PP polo oo0o PP,POSITIF
"Karena setelah 9 bulan saya pulang merantau dari Malaysia, baru terverifikasi 1 vaksin LN saya. Tinggal satu lagi belum. Semoga cepat 👍🏻",POSITIF
Bermanfaat,POSITIF
Mau unduh sertifikat ko kaga masuk ke file media?,NEGATIF
Goodd,POSITIF
ok,POSITIF
Ok,POSITIF
yuuuu.yutyhy Uptyy,NEGATIF
Sudah vaksin 3x begitu naik kereta di stasiun tidak terkonfirmasi sudah di vaksin😵😵😵,NEGATIF
Ok,POSITIF
Sangat bagus,POSITIF
MANTAP,POSITIF
Untuk tanggal nya ribet tak bisa langsung ketik,NEGATIF
tolong di bantu cek in nya di perbaiki,POSITIF
Aplikasi Horror. Data ilang sendiri,NEGATIF
Ship,POSITIF
"Kenapa sih scan qr kode gak bisa terus, selalu gak berhasil",NEGATIF
"tolol, data vaksin harus diklaim lagi, memangnya belum tahu teknogi namanya hardisk buat simpan data",NEGATIF
Bagus,POSITIF
Sangat membantu,POSITIF
ingin cetak kartu vaksinasi,POSITIF
Aplikasinya suka eror-eror. Jadi pasien- pasien di RS yang ingin masuk itu pemeriksaan nya gagal terus...,NEGATIF
Bagis,POSITIF
Bagus,POSITIF
Good,POSITIF
Online semuanya jadi mudah.. Terimakasih,POSITIF
Membantu,POSITIF
"Sudah vaksin booster tapi status vaksin masih kuning, padahal syarat buat kehijau sudah terpenuhi. Gimana nih?",NEGATIF
Bagus,POSITIF
aplikasi babi susah banget klaim sertifikat vaksin ada capta segala kaya mau nonton bokep gk niat bikin apk,NEGATIF
Vaksin sudah dosis kedua tapi kenapa ya aplikasinya di buat check in gagal terus 😠,NEGATIF
Ini gimana sih udah vaksin ko ga ada data terus perbaiki lah,NEGATIF
Ok,POSITIF
"Gabisa masuk,keluar sendiri,gimana ini",NEGATIF
Kok habis di perbaharui aplikasi malah gak bisa masuk dan belum masuk kode otp pula. Mohon di perbaikin segera,NEGATIF
Aplikasi burik lambat dn maunuall,NEGATIF
Ok,POSITIF
Parah .. Tau² ini aplikasi auto logout & hilang dari tampilan display smartphone gue !,NEGATIF
Ok,POSITIF
Ini juga oke,POSITIF
Oke,POSITIF
Bagus,POSITIF
Ini kurang bagus sekali untuk input data yg sudah vaksin masa saya sudah booster tapi belom juga berubah jadi hijau tolong lah bagusin ini apk buat seluruh Indonesia perbaikan cepat penting soalnya buat aktifitas kmn pun kesel gue,NEGATIF
"Kak, sertifikat vaksin saya ada di nomor hp yg sudah hilang,trus pas saya coba udah gabisa masuk ke akun yg di nomor hilang,jadi saya mau kemana mana sulit,bisa bantu ga?",POSITIF
Good,POSITIF
Ngelek ! Ribet rubah tanggal lahir,NEGATIF
Update terooosssss,NEGATIF
Orang Yang Bemlum Perna Vaksin Kok Bisa Punya Sertivikat Vaksin,NEGATIF
"Sangat repot dibagian nulis tanggal bln tahun lahir, harus mundur sebulan demi sebulan, tidak praktis",NEGATIF
Bagus,POSITIF
Keren,POSITIF
Puas,POSITIF
Pengajuan sertifikat dari luar negeri gak di approve-approve. Sudah lama sekali gak ada jawaban. Ini sebenernya digunakan apa tidak sih?,NEGATIF
Bagus,POSITIF
Gak bisa di buka malah keluar sendiri coba tebak?,POSITIF
Asik,POSITIF
Sangat membantu,POSITIF
"Mau heran,tapi sudah mendarah daging.asudahlah, daripada buang2 waktu dan tenaga.kalau ada bintang minus, pengen banget ngasih sepuasnya.Di tunggu ya updatenya( input data saya, yang saya submit) yang sampai sekarang stuck atau jalan di tempat.",NEGATIF
Kok ngk bisa dibukak ya gmn caranya,NEGATIF
Ok,POSITIF
sangat di butuhkan,POSITIF
"Anjirrrr, ini versi update yg paling jelek menurut saya. Kenapa hasil tes covid19 saya gak muncul lagi termasuk sertifikat vaksinnya??? Tolong segera diperbaiki",NEGATIF
Insya Allah membantu,POSITIF
Mantaff,POSITIF
tanggal lahir bisa salah entry.. photo copy KTP terlampir,NEGATIF
Ko gak bisa nge claim ya?,NEGATIF
Mantap......,POSITIF
Dengan peduli mudh kita msk ke prusahaan.,POSITIF
Okay,POSITIF
"Saya sudah dosis 3 tapi masih tercatat dosis pertama dan sekarang mau ada dosis 4, giliran komplen cuma basa basi busuk",NEGATIF
Ndak bisa,NEGATIF
Membantu untuk memudahkan segala urusan,POSITIF
Baik,POSITIF
Gak recomen,NEGATIF
Oke,POSITIF
Kenapa setelah update malah ngak bisa dibuka ......,NEGATIF
APK MANTAP GAJADI RATING BINTANG 1 SOALNYA PELAYANAN ADMIN KEMENKES DI WA MANTAP BANGET,POSITIF
Semoga masyarakat bebas dari covid,POSITIF
Ok,POSITIF
Sangat mudah,POSITIF
Top,POSITIF
Good,POSITIF
Mantap,POSITIF
Terima kasih,POSITIF
Bissmillah,POSITIF
Sangat oc,POSITIF
Ok,POSITIF
jos,POSITIF
Kecewa,NEGATIF
👍,POSITIF
Sudah bagus,POSITIF
Good Jobs... 👍,POSITIF
Jozz,POSITIF
Ini saya cek sertifikat isinya hanya nama anak saja nama saya mana?,NEGATIF
Memang harus begini ya pencarian tanggal lahir?harus scrol ke samping sampi 400 kali..engga ada cara di ketik??,NEGATIF
yg Yolla,NEGATIF
Ok,POSITIF
"Sertifikat vaksin sya gak muncul-muncul padhal udah vaksin dari tahun lalu dan gak terimput di aplikasi padahal udah lapor ke kesmas dan ketika di edit malah di aplikasinya di nyatakan kadarluarsa datanya dan di tulis open atau belum vaksin saya kecewa bnget data sya gak ada dan sertifikat nya belum muncul dan sya sudah menghubungi semua dari mengirim lewat watsapp ,email dan ngedm di ig tetapi tidak ada solusi dari tim peduli lindungi dan tdk ada tindakan hanya menyuruh tetapi tdk kasih solusi",NEGATIF
Bagus,POSITIF
padahal saya belum di vaksin booster tapi ko di peduli lindungi keterangan sudah vaksin booster apakah ada penyelewengan dana,NEGATIF
",,aaa",NEGATIF
alhamdulillah sudah bisa vaksin buster,POSITIF
Baik,POSITIF
Kok ceck in gagal terus ya,POSITIF
"Gabisa masuk terus kenapa ya, saya kerja susah masuk karna masalh pedulilindungin doang lohhhhh, di perbarui mulu juga",NEGATIF
"Diperbarui malah ngelag, ga bisa dibuka sama sekali 🤦‍♂",NEGATIF
"Perbaiki aplikasi sudah di vaksin hilang semua data"" sudah di vaksin",NEGATIF
Ini bukan melindungi tapi menyusahkan saja memilih hp bagi yg ngak punya uang,NEGATIF
Ok,POSITIF
Nggak ada hadiahnya......parah nih aplikasi. Paling tidak bagi-bagi beras 100 kg per KK untuk masyarakat kan lebih bagus,NEGATIF
5 bintang.,POSITIF
Baik,POSITIF
Kenapa sudah vaksin booster di bulan Februari tapi sampai sekarang tidak muncul sertifikat nya...,POSITIF
Ok,POSITIF
Mantapppp,POSITIF
Bagusd,POSITIF
"Kemarin saya sudah di vaksin tapi tidak dapat sms, saya download apk pedulilindungi gagal terus masukin kode otp nya pas di coba lagi malah nik tidak valid dan belum dapat setifikat, itu bagaimana solusinya?",POSITIF
"knp apk nya kok ga bisa check in, pdhl dlo lancarr klo scan berhasil trs tp akhir2 ini klo mau scan ga bisa selalu gagal. kok malah anehh apk nyaaa... gmn butuh solusinya",NEGATIF
Bagus,POSITIF
Suka,POSITIF
Sekarang sdh pake aplikasi penduliLindungi kemana jd lebih mudah,POSITIF
"Buat scan QR nya rada susah, padahal lokasi GPS sdh aktif tapi masih d suruh aktifkan lokasi trus..😒",NEGATIF
Mantap,POSITIF
Celeh,NEGATIF
Asep,NEGATIF
Aplikasi kaga jelas sudah 2 kali vaksin tapi kuning.. pas saya periksa ke puskesmas gpp saya sehat sehat aja. Terus kuning artinya apa??? Di paksa vaksin kah. Orang sudah vaksin di suruh vaksin lagi. Wkwkwk,NEGATIF
Aplikasi ini sangat mendukung sekali,POSITIF
Apk gk bisa dibuka,NEGATIF
"Saya sudah vaksin 3 kali disingapore tetapi status sy masih warna merah, dan saya mencoba untuk verifikasi beberapa kali tetapi masih belum bisa, apakah tidak apa"" kalau nanti sy mau masuk bandara tetapi status masih warna merah dan sy punya kertas sertifikat",NEGATIF
Sangat membantu,POSITIF
Keren,POSITIF
Beberapa hari ini selalu gagal check in.kenapa ya.udh d hapus dowload ulng msih juga gitu.tolong bantuannya.karna saya butuh pedulinlindungi d t4 kerja,NEGATIF
SETELAH KEMBALI INSTAL JADI ERROR,NEGATIF
Sangat membantu dalam perjalanan maupun keamanan dari virus covid 19,POSITIF
"Terimakasih banyak,sangat membantu saya dalam mencari lokasi vaksin dikota saya.",POSITIF
"Sedikit tambahan untuk notifikasi masih gangguan.itu saja,selebihnya sudah sangat baik.",POSITIF
Bagus,POSITIF
fast,POSITIF
👍,POSITIF
😤,NEGATIF
"Kenapa mau ngambil sertifikat vaksin yg ke 3 gak bisa keluar selalu salah bulan lahir, padahal foto kopi KTP ditahan kenapa salah ambil aneh",NEGATIF
Aplikasi koyo semprullll.....nggak akurat blassss,NEGATIF
👍👍👍👍👍,POSITIF
Mantul,POSITIF
Aplikasi ini sangat membantu,POSITIF
Bagus,POSITIF
Mantap,POSITIF
Ok,POSITIF
"Erorr , gak bisa login",NEGATIF
sudah login masih disuruh masukan data2 kalau tidak terpaksa dan dipaksa saya tidak instal aplikasi ini. download sertipikat tidak ada adanya hapus . bintang 1 saya rasa lebih dari cukup utk aplikasi ini,NEGATIF
Lancar saja,POSITIF
Oke banget ajaa lah,POSITIF
Sertifikat vaksin,POSITIF
Ok,POSITIF
👍👍👍👍👍👍👍👍👍,POSITIF
Ok,POSITIF
The best,POSITIF
Manyab,POSITIF
"aplikasi nya sangat bagus, terima kasih😊🙏🙏😊",POSITIF
Ok,POSITIF
okeh lahhhhhhhhhh,POSITIF
Membantu,POSITIF
Bagus,POSITIF
Developer di Tingkat Kementerian Saja tidak peduli dan aplikasi sangat lag dan bug saat di gunakan.,NEGATIF
"Banyak kali update, dikit dikit update dikit dikit update, emang update ngga pake kuota sama makan memori apa, mending kalau harga HP sama kuota di subsidi ini ngga",NEGATIF
Baik,POSITIF
Mantap,POSITIF
Ok,POSITIF
"Semua sistem vaksin di persulit segala make DO yang tidak jelas, sangat merugikan!!",NEGATIF
"cape cape antri sejam untuk vaksi booster dengan jarak rumah ke tempat cukup jauh dan ternyata setelah nunggu sejam malah dikatakan tidak bisa vaksin karna sudah ada yang menggunakan nik saya,aneh",NEGATIF
Bagus,POSITIF
kurang cepat connect nya,POSITIF
Sangat membantu untuk perjalanan,POSITIF
Ok,POSITIF
Lebih mudah utk melakukan aktifitas dalam perjalanan,POSITIF
"alhamdulilah hirabbil'alamin,sejak pakqi apk ini saya mudah untuk bepergian ke mana saja",POSITIF
"Aplikasi parah.. udah hapus penyimpanan, udah perbarui, tetep ga bisa masuk ga bisa dibuka aplikasi sama sekali tidak menanggapi",NEGATIF
"Tolong Bantu saya, saya mau cek vaksin saya dipeduli lindungi Kenapa gak dicek Sedangkan saya, sudah vaksin 1 2 3 Gak terdaftar Tulisan ya",POSITIF
Good job n good Luck,POSITIF
Terima kasih peduli lindungi,NEGATIF
sangat baik,POSITIF
Malah gk ada gunanya pake aplikasi peduli lindungi ini,NEGATIF
Klaim sertifikat bagian tanggal lahirnya jangan pake kalender yang gitu lah cape ngeswipe nya udah ngelag lagi aplikasinya,NEGATIF
Check-in sering gagal terus pdhl kompetibel sama perangkat nya,NEGATIF
Check in gagal terus,NEGATIF
Saya sangat suka ini aplikasi ....,POSITIF
Ini kenapa tanda sertifikat vaksin nya hilang... Mau suruh vaksin dri awal lagi kah... Tolong lah klu update tu yg lebih baik... Ga beres niii.... Aplikasi ga gunaa.....,NEGATIF
Lancar,POSITIF
Baik,POSITIF
Kurang suka pake ini. Ribet,NEGATIF
Gajelas minta di upgrade mulu tiap minggu,NEGATIF
Mantab,POSITIF
Mengambil dan memberikan itu yang terbaik dalam hidup ini,POSITIF
Jelek bikin ribet aja,NEGATIF
Oke banget,POSITIF
"Min tolong di fix dong bug nya, Masa sertifikasi vaksin ke 3 sudah keluar , di riwayat dan tiket vaksin, belom melakukan vaksin ke 3",NEGATIF
Mantap,POSITIF
Aplikasi ga bisa di buka,NEGATIF
Supard.sarti.,NEGATIF
"Kok susah banget mau masukan data,hasil vaksin dari luar negri",POSITIF
"Developer mungkin lupa bahwa Peduli Lindungi adalah aplikasi yang diwajibkan pemerintah.Jadi aplikasi ini diperlukan oleh semua lapisan masyarakat, termasuk masyarakat pemilik ponsel ""entry level"" dan ponsel lama yang mungkin masih memakai Android versi 5 dan bahkan versi 4. Developer pasti tahu bahwa ponsel-ponsel semacam ini tidak memungkinkan untuk diupdate ke versi Android 6.0 kenapa pihak developer menutup hati nuraninya dan membutakan mata ?",NEGATIF
Kenapa saya sudah vaksin booster tapi sertifikat belum muncul juga di aplikasi.. Tolong di bantu.,POSITIF
Sangat bermanfaat,POSITIF
Bagus Aplikasihnya,POSITIF
Lumayan,POSITIF
Habis d update malah gk bisa lihat sertifikat....,NEGATIF
"Susah banget munculin Sertifikat gagal mulu, sudah coba clam aplikasi, web, wa ri, tlp abis pulsa doang",NEGATIF
Oke,POSITIF
"Apk error asem, kesel gw bolak balik gk bisa terus dipermudah lagi lah buat pendaftaran sertifikat jangan bolak balik erorr mulu, jangan dipersulit",NEGATIF
Bagus,POSITIF
"Saya sudah vaksin booster sertifikat sudah ada tp kalo mau scan peduli lindungi tidak bisa catatan warna kuning dan checkin gagal seperti belum vaksin booster padahal sudah, itu gimana ya cara penanganan nya? akun peduli lindungi mama saya ada di hp saya dan dia belum vaksin booster apakah berpengaruh dengan peduli limdungi saya sehingga saya tidak bisa scan saat masuk mall?",NEGATIF
Keren,POSITIF
"Ngga bisa buat check in setelah diperbarui , padahal setiap masuk kerja harus check in jd repot sendiri Sebelum diperbarui lancar² aja , tp knpa stlh diperbarui jd begini",NEGATIF
Bagus,POSITIF
Ok,POSITIF
"Lansia susah akses isi tanggal lahir, program ganti tahun terlalu makan waktu",NEGATIF
Bagus,POSITIF
Apaan ini saya sudah d vaksin kok gk bisa ke ditek gini...haduhhhh,NEGATIF
Kenapa saya gak bisa unduh apk pedulilindungi,POSITIF
Gak bisa dibuka!,NEGATIF
Sangat membantu,POSITIF
Jaringan lemot,NEGATIF
"sertifikat vaksin belum bisa di download seperti sebelumnya, apa mungkin akibat update berbagai aplikasi gadget ?!",POSITIF
Terimakasih sudah faksin saya,POSITIF
"Aplikasi PELI jika di singkat, namun (silahkan translate dalam bahasa jawa) 🤭🤭 #orangjawabelike 😊😊😊😊",NEGATIF
Baguspuas,POSITIF
bagus sekali,POSITIF
"Paraaaaaaaaaahhhh ng,leg",NEGATIF
Tolong cepat perbaiki nanti aku ga bisa masuk kerja apk nya susah dibuka,NEGATIF
Sangat bermanfaat,POSITIF
Mantap,POSITIF
Goof,POSITIF
Good,POSITIF
Poco x3 pro Pakai aplikasi ini aman 🌟🌟🌟🌟🌟,POSITIF
Mohon diperbaiki aplikasi ini tidak berfungsi sama sekali,NEGATIF
Sangat bagus,POSITIF
Ko sekarang ngga bisa di unduh yah,POSITIF
Setelah update jadi gabisa check in. Udah di install ulang juga masih tetep sama,NEGATIF
Excellent,POSITIF
66y,NEGATIF
G bisa log in verfy otp fail,NEGATIF
terimaksih,POSITIF
Ad,NEGATIF
Mempermudah beraktifitas,POSITIF
Hhnn nn9 9nio,POSITIF
"Mau benerin tentang data aja saling lempar lewat wa suruh telpon calcenter , dri calcenter suruh hubungi ke WA hadeuh",NEGATIF
Gabut,NEGATIF
Cukup comunikatif,POSITIF
Baik,POSITIF
yups,POSITIF
Very gooood,POSITIF
Nungguin sertifikat di approve lama buanget.,NEGATIF
Jd mudah utk kekantor ato ke bepergian kmna aj,POSITIF
Hh,NEGATIF
Gagal terus scan,NEGATIF
Mempermudah menyimpan data vaksinasi,POSITIF
sy sdah slsai vaksin k 3 sejak bulan april lalu tp sertifikatnya blum terbit sampai saat ini malah dlm aplikasi peduli lindungi sypun sdan cek tdk terdaftar nama sy,NEGATIF
sangat bermanfaat,POSITIF
Top,POSITIF
Aplikasi gajelas eror trus,NEGATIF
"masa gw udh booster ga masuk sertifikatnya, udh wa ke kemenkes ga kasih solusi malah minta otp, gada sms otp yg masuk, debat mulu tiap masuk mall kudu bawa sertifikat boosternya",NEGATIF
Ga bisa masuk,NEGATIF
Kenapa gak bisa di buka. Parah ni,NEGATIF
semangat kerjanya😇,POSITIF
👍,POSITIF
Ok,POSITIF
Kenapa pas saya daftar nama sesuaikan dengan di ktp ajh padahal udh sesuaai tolong responya,NEGATIF
Oke,POSITIF
susah dan sangat sangat sangat merepotkan. mau buka sertifikat aja bolak balik ga jelas,NEGATIF
Jos,POSITIF
Sudah vaksin ke 3 tp di app tidak mincul sertivikatnya...bisa ga input data itu cepat... Kalian itu org2 berpendidikan tinggi ...jd yg kompeten dong melayani masyarakat .!!!,NEGATIF
Apknya bagus bangettt,POSITIF
Cepat Aplikasinya,POSITIF
Yah baguslah ikuti maunya bapak joko,POSITIF
Oke,POSITIF
Membantu,POSITIF
Mempermudah ketika bepergian,POSITIF
Ok,POSITIF
Sangat membantu.mantap,POSITIF
Ok,POSITIF
versi terbaru makin parah lelet nya pas d buka. msi bagusan versi lama langsung trbuka smua,NEGATIF
Sangat baik,POSITIF
No komen,POSITIF
"Di HP Oppo 37a ko ga bisa di instal, dulu pertama bisa setelah minta di perbarui malah ga bisa muncul..",NEGATIF
Ok,POSITIF
Bgus,POSITIF
"Sangat membantu sekali, terima kasih.",POSITIF
Ok,POSITIF
Sangat baguss,POSITIF
Mantappppppppppppppppppppppppp,POSITIF
Kok sering logout sendiri... pas dibutuhin hrs login lg dan lagi... 😏,NEGATIF
Joz,POSITIF
gak bisa masuk gak bisa daftar !!!!,NEGATIF
Terimakasih sangat bermanfaat,POSITIF
Ok...ada ke kurangan dengan Updete..yg selalu gagal apabila masuk...mental lagi....lebih 2 gk bisa taruh frofil foto.,POSITIF
kenapa tanda saya sudah divaksin jdi hilang ya??,NEGATIF
Coba dulu bossku,POSITIF
"Gimana sih ini, saya mau klaim sertifikat vaksin kok gabisa Mulu. Padahal tanggal sama nik udah sesuai. Bikin ribet aja.",NEGATIF
4 bintang dulu,POSITIF
Ok,POSITIF
Hmmm... suka logout sendiri dan lemot dari pengisian fom kurang simple.,NEGATIF
Ok,POSITIF
"Untuk mengisi tanggal lahir formatnya jangan pakai kolom geser kayak gitu, isi manual aja.. soalnya gesernya repot. Udah gitu suka logout sendiri.. hadeeuhhhh..",NEGATIF
Keren,POSITIF
"Update mulu sih, mau scan QR malah ga bisa 😢",NEGATIF
Baik.. sangat diperlukan,POSITIF
Bagus mantap,POSITIF
Keren..,POSITIF
Gk pernah kepakai,NEGATIF
Good,POSITIF
Sangat bagus,POSITIF
Bagus,POSITIF
Sangat membantu dalam perjalanan,POSITIF
mantap,POSITIF
mantab sangat membantu,POSITIF
banyak bug,NEGATIF
Bagus,POSITIF
Mantap,POSITIF
Aplikasi mantap,POSITIF
sy donlot sertifikat aja berbelit2 suruh watsap dan ngikutin arahan tp ga dikasih sertifikatnya,NEGATIF
Savety first......S E H A T !!!!,POSITIF
Terlalu berat diakes,NEGATIF
Sangat bagus,POSITIF
"Saya tidak bisa melakukan scan, setiap buka scan selalu mati hp saya, sudah coba hapus cache tapi tetap sama aja, udah coba login berkala juga tapi masih mati juga, tolong di tindak lanjuti saya jadi susah untuk masuk gedung",NEGATIF
"Sangat membantu untuk melihat hasil sartipikat vaksin 123,yg sdh syh terima,dan ternyata data syh sdh ada dan tercatat di pemerintahan.",POSITIF
Sangat membantu sekali buat saya.tpi kenapa setiap mau buka selalu minta diperbarui terus.apa yang lama tidak bisa di gunakan lagi.terima kasih🙏🙏,POSITIF
🗿,NEGATIF
Sangat membantu,POSITIF
"Baru 30 hari kok sudah pembaharuan, yang bener saja...",POSITIF
"Sumpah ya, plis itu orng"" yg bertugas di tempat vaksin. Bisa ngk data kita langsung diupload disini. Udah 3x vaksin data saya ngk ada. Dan skrng malah saya yg repot ngurus"" lagi. Disuruh vaksin lengkap udah diikutin, pas mau berangkat gini malah saya ngk bisa krna data peduli lindungi saya vaksinya ngk ada satupun.",NEGATIF
ممم,POSITIF
Anjir data gw bocor,NEGATIF
"Buat admin minta tolong percepetan update pembaharuan data buat yg drop out ,, karena dilokasi tidak bs upload data ke sistem, sudah komplin juga ke whatsapp kemenkes,, sudah 7 hari tidak ada perkembangan,, saya janji jika sudah beres saya tambahkan bintangnya terima kasih",NEGATIF
Abis di update kok jadi gak bisa kebuka dan keluar mendadak. Aplikasi berhenti Bukan makin bagus kok makin jelek,NEGATIF
Sangat membantu,POSITIF
"Sering banget error, pas butuh gak bisa scan barcode",NEGATIF
Apaan ga bisa download setifikat vaksin,NEGATIF
Ppoko l Opl Lop .p,POSITIF
Sangat membantu,POSITIF
"woi ajg gw butuh buat google form taik, lu malah nyuruh coba lagi besok",NEGATIF
Sangat bagus,POSITIF
Lumayan daripada cari2 sertifikat di puskesmas,POSITIF
Payah aplikasinya,NEGATIF
Bagus,POSITIF
kenapa tahu tahu wa bisa hilang,POSITIF
"Kalau saat ini ya, saya mau upload foto profil saya tetapi masih malah nggak bisa sehingga saya minta tolong untuk segera ditindaklanjuti ya.",NEGATIF
