content,score
"Aduh ..capek kali nih pa/bu menkes.upload data bolak balik. Ud tersimpan,giliran apk ditutup,trs dbka lg, eeeh data anggota lainnya gda,hlng. Bgtu trus.Yg bikin lma,itu nentuin tgl lahirnya ga praktis bgt.",1
"Ehac nya kok hilang, buruk banget aplikasi nya",1
Bagus,4
Mantab,5
Apk parah blum layak beredar..,1
Surat vaksin dewi laila nur kumala,2
Saingan membantu,5
"Sudah bbrp hari ini saya mohon bantuan tapi tetap tidak ada perbaikan samsek, coba dong di perhatikan/perbaiki lagi pelayanan nya jika memang tidak bisa memberikan pelayanan tidak perlu di adakan pengaturan pelayanan di apk mu",1
Update trussss pas mau nge scan malah suruh update hadeh,1
Tolong....kyak gimna ngatasin mau masuk di akun vaksin kami yg nik udah terdaftar nomor telpon beda,1
Buruk bolak balik tidak bisa klaim sertifikat vaksin,1
Bagus,5
"Pak menkes..saya hanya bisa menggunakan aplikasi ini hanya sampai sertifikat vaksin booster saya muncul.setelahnya saya update dan sampai detik ini jika membuka aplikasi ini hanya muncul logo peduliLindungi.jadi sampai saat ini aplikasi ini tidak berguna sama sekali.untungnya sebelum aplikasi ini tidak bisa di gunakan,saya sudah screenshot semua sertifikat vaksin saya.pertanyaan saya,apakah screenshot sertifikat vaksin saya bisa digunakan jika saya bepergian dengan transportasi apapun?",1
Ini knp lg gak bisa dipake app ini?????????????????????????????????????????????????????????????????,1
Vaksin apa iya,1
Jiancok,1
Mempermudah,5
"Aplikasinya sangat membantu dan sangat mudah digunakan, sertifikat saya juga lengkap tidak ada kendala, cs nya juga responsif, kemarin saya terhubung dengan mbak nabela untuk menanyakan sertifikat vaksin, responnya cepat. Mantap Kemenkes.",5
Sangat membantu,5
"Apk sampah,kutang canggih,butuh ahlinya,tiap x dibuka blank kosong, apk anak TK,memalukan, sampah",1
Ya saya dari Medan atas peduli sehat agar rakyat indonesia harus lebih peduli sama rakyat indonesia dan perbanyak lapang pekerjaan Riduan Nasution Saya Sebagai Thecnishi Listrik Electrical terima kasih,5
Di downlod cuma muter2,1
Mohon infonya saya mau daftar tidak bisa.di suruh masuk kan NIK sudah nama sesuai KTP sudah.begitu saya daftar katanya NIK saya tdk cocok dengan nama.ini aplikasi bgmn. Satu lagi yg perlu di perbaharui.mau mengetik tanggal lahir jauh kali sm skrol puluh² an kali.kenapa tdk dbuat sistim ketik saja utk mengetik tanggal lahir,1
Siap,4
Good...,5
"Kok tiap kali mau buka aplikasinya harus update terus, walau udah di update. Saya sering kesulitan kalau mau menggunakan aplikasi utk beberapa urusan jadi ribet banget karena gak jadi""😌",3
Huh penipu katanya datanya dienkripsi kotetep aja bisa kebobol datanya. Padahal gampang banget ngenskripsi data tapi kenapa? Apa emang sengaja biar bisa dijual datanya sama orang dalem???,1
Parah nih,1
Bagus,5
Kurang bagus,1
Mau daftar katanya sesuaikan nama dan NIK dengan KTP. padahal udah sama bgt,1
Kenapa lama sekali mau vek sertivikat vaksin..tolong dong Mau cek sertifikat lodingnya lama,1
😁,1
Bagus,5
Gabisa didownload ngapa ini?,1
Peduli lindung,1
bagus,5
"Error ngehang, saya lagi di lobby kantor ga bisa masuk krn ngehang pas pertama buka lebih dr 30 menit dan wajib pake aplikasi ini Padahal saya sembari buka youtube. Jaringan bagus.",1
Yeah yeah yeah,5
Good,5
Mantapp,5
"Apliaksi error, loading lama, login susah mau kemana² di persulit pemerintah gk becus",1
Bagus,5
Sangat mengesalkan ...mau cek sertikat aj dibkin susah...mau gmn noh negara...bkin rakyat tambah beban mkir dgan smua kesulitanya,1
Ok,5
"Kor**si aja nomer 1, bikin apk gini aja ga sebagus apk lain, dasar indonesia.. data bocor ama BYORKA anggaran miliaran buat apa",1
Ok,5
Bagaimana mau lihat sertifikat vaksin tidak bisa,1
"Tiket Vaksin Ketiga Saya Kok tidak Muncuk Muncul yaa,,",1
Sangat membantu,5
Bagus,4
Tolong dong aplikasi peduli lindungi perbaiki lagi untuk update ke depannya karena peduli lindungi sudah tdk support untuk hp oppo seri A37 tp untuk hp samsung j5 dan samsung j2 support.,1
Aplikasi cacat!!! Mau check-in gagal terus,1
Aplikasinya gk bisa di install hp OPPO A37 tolong dong aplikasi peduli lindungi di perbaiki biar bisa di install hp OPPO A37,1
Ijin bertanya kenapa saya tidak bisa membuka sertifikat vaksin terima kasih,1
Bagus,5
Proteksi,4
Aplikasi taeeee bikin susah masyarakat,1
👍🙏,5
Sangat membantu..,5
Terima kasih,5
"Repot, aplikasinya sering lama, apa lagi kalo di baseman mall atau kantoran suka ga dapet sinyal susah masuknya untuk scan, tolong dong sediakan mode offline, supaya gampang acsess nya masuk mall kalo loby mall di lantai baseman, nyusahin masyarakat kalo begini, kudu pakai sinyal yg kenceng mulu",1
bagus,5
"Aplikasi payah, pelayann juga payah. Minta barcode d kirim 2 kali aja enggk di kirim. Kalo bikin aplikasi yang bener. Kalo enggk bisa enggk ush di ribetin nih masyarakat",1
Ok,5
Bagus banget pokoknya saya suka,5
Ok,4
"Aplikasi buruk bentar² suruh update, dasar emang niat nya cuman mau jualan aplikasi doang,, T4¡...",1
Gak bisa masuk untuk tekan no hp.tolong diperbaiki,1
Halo Aplikasi PeduliLindungi ini bisa untuk seluruh masyarakat Indonesia menjadi lebih mudah juka ingin bepergian terima kasih Aplikasi PeduliLindungi,5
"Parah. Kendala gak diproses-proses. Tapi, dimana-mana nyuruh wajib scan app peduli lindungi. Gak profesional tim app peduli lindungi nya. Buruk",1
Saya sudah vaksin dosis ke 2 dati tahun lalu dan sampai sekarang tidak ada jadwal vaksin dosis ke 3 saya buka di jadwal tidak ada,1
Bagus,5
Siip,5
Sangat membantu,5
eHAC kok tidak muncul di dashbor kenapa ya min ? Padahal sudah di perbarui,5
Jos,5
Mantap,5
"Alhamdulillah, selama vaksin 1 dan 2 badan tetap sehat ,tidak ada hambatan Terima kasih",5
Sangat berguna,5
Kenapa setiap update data saya hilang? Jadi harus isi data lagi klo mau liat sertifikat vaksin.. ini gimana? Kenapa tidak otomatis tersimpan?,1
"Ngrepotin, gausa ada peduli pedulian, gausa ada corona juga harusnya",1
mauh lihat sertifikat aja nggak bisa gimana mau download nya,1
Sangat memudahkan dlmmpenriksaan,5
"E,w,xewa,1syy i I e8 ztzer ztve,nr",3
Tidak bisa lihat sertifikat vaksin. Blank putih. Kirain hape saya yg error. Ternyata orang lain juga sama.,1
Mantap,5
Apl nya bagus aman untuk sertifikat vaksin,5
aplikasi babi kudacuki tailaso,1
"Klo mau malak masyarakat, jangan kayak gini, dulu udah bener ketikan scan bisa off line, sekarang kok harus on line. Sekarang udah susa, masak masih mau malakin masyarakat kecil, karna uang 15 k dari pada buat kuota masih mending buat jajan anak",1
Gimana sih ngk bisa download sertifikat vaksinnya,1
ok,5
Sering update tapi gak berfungsi.. Di android 12 gak bisa menampilkan sertifikat vaksin hanya layar putih,1
oollokl,5
sangat membantu masyarakat,5
Aplikasi buruk bagus yg awal kebih mudah,1
Ok,5
"Tidak update,padahal sudah vaksin boster tp tetap di apk masih vaksin 2 tolong di bantu ya",3
Ok,5
"Saya ingin bertanya pak, sebelumnya saya sudah terdaftar di aplikasi peduli lindungi, nomor HP saya yang terdaftar hilang, bagaimana caranya ingin mengubah nomornya pak? 🙏",5
"Min knpa sertifikat vaksin nggk muncul""",1
Top,5
Uuupppouop oy0ooiyti di group tradisional dan alami dan permanen 90ppppppp0ypuuuuyoy6aIIPPPPO8IIIO,4
INI gak ada ehac nya gmna,1
"Mau check in penambahan anggota kenapa tidak bisa terus, padahal sudah benar semua datanya",1
Semoga bermanfaat,5
Good,5
aplikasi apaan udha vaksin bosster tertulisnya masih dosis ke 2,1
Mohon bantuannya saya mau akses ke akun nggak bisa karena no hp ganti udah saya daftar ulang pake email tetap tidak bisa di karenakan NIK sudah terdaftar..,1
Okey..,4
"Bapak, aplikasinya error trus pak, cepat perbaikannya pak",1
Bagus ada aplikasi ini jd kita gk repot bawa kartu,5
Bagus,5
Masalah selesai,5
Top,5
Good job aw aw aw,5
Keren👍,5
Sdh oke,5
Sangat membantu dan bagus bgt,5
zz2,4
Good,1
"Aplikasi kntl ga jelas, apa"" error",1
Rilfaldi,5
Saya baru update aplikasi ini..setelah buka aplikasi lagi malah tak ada sertivikat vaksin sama sekali padahal saya sudah booster..gimana nih.,1
"Negara bikin susah bikin ribet, apa2 pake sertifikat pake kartu segala, nyari kerja jadi susah gara2 ini Di aplikasi saya udh semua vaksin nya tapi di web resmi saya baru vaksin 1 rusak udah rusak",1
Sangat bagus & membantu.,5
Mantap👍,5
Kurang respon pas mau scan,3
Aplikasinya bagus. Tapi tolong kenapa ya pas buka app ini yg keluar hy layar putih kosong aja,5
"ribet ganti tgl bln thn, data ga saling berkait.bisa d bikin lebih mudah ga. atw saya yg blm paham ya..",3
Ok,5
siip,3
Keren apikasinya,5
Lemot,1
burik mau lihat sertifikat gak bisa,1
Mantaaap,5
Baik untuk kesehatan,5
Maaf kak..klau aplikasi hbis di uninstall trs mau daftar lagi tapi nomor yg di pake daftar udah gx aktif gmn ya..,1
"Mantap aplikasinya, sangat membantu sekali",5
Melanggar HAM,1
Sangat membantu👍,5
Sya sudah vaksin sampai boster.Kok bisa ya sertifikat vaksin sya gk terdaftar????🤔😭😭😭 Jancoook,1
Apa ehac sudah hilang dari peduli lindungi?,3
"Bagus, ditingkatkan kembali",4
Ok,4
Good,5
Memuaskan👍,5
Sangat membantu,5
sering gagal saat check in,3
sekarang sudah normal . kita harus bersabar,5
Sangat membantu saat pandemi,5
Biasa saja dan ikuti,4
Makaaih,5
saya udah vaksin tapi ga muncul sertifikat di aplikasi nya kata nya 24 jm udah aktip tapi ga muncul muncul malah jadi di persulit,1
"gk bisa daftar,padahal nik udah sesuai sama di ktp",1
Aplikasi ini lambat,1
"Aplikasi bapuk, mau daftar susah banget. Notifnya sesuaikan nama dengan nik ktp. PADAHAL UDAH SESUAI",1
"Saya keluar mau update yg baru, tapi ga bisa login. Padahal ga ganti no, gimana ini min. Saya butuh bantuan karna butuh banget akses pedulilindungi",1
Kenapa saya tidak bisa login siiihhh?!!!!!,1
aplikasi sangat buruk error dimana mana bug dimana mana tidak bisa scan barcode padahal jaringan sangat lancar,1
Zc,3
Good,5
Bagus,5
"Ytim l anjege, gabisa masuk gua ini dah di unlock juga sertifikat vaksin w, dah sejem w gbs masuk ni pdl, ke ban indo l",1
Bagus infonya,5
Keren,5
Bjorka 🤦,1
Update terus tp serba lemot server nya,2
Saya tidak bisa login,1
St sdr RS RSUD dr RS Rssfy udxuzuzzszszzs.azzzt RSS t GT TTS GTT ttgtg TT taat STTDtxztfztt55tz TTD sdd5t dress rzztztzdttzrzz dr saat TT TT TT rumah tangga ztztzzttzf yang tidak f RS RSUD dr d RSS STT gx,2
Jangkrik masa mau ngetik login ajah layar ditutupin kan susah liatnya harus bolak balik liat di sekrolpun g bisa G mau kasih bintang g bisa di kirim ulasanya harus kasih bintang dulu intinya aplikasi buruk karna terpaksa ajah lalo g terpaksa males mau donloat ini,1
Bagaimana bisa nomer saya ko bisa sama orang lain padahal nomer saya aktif kok bisa di bobol orang,1
Ok,5
Aplikasi apaan nih udah diupdate ke yang terbaru. Mau buka sertifikat v#cksin tapi ennga muncul2,1
Memuaskan mndapatkn Vaksin gratis dengan mudah,5
Mantap,5
Kok gak bisa di download,1
Penting buat password perjalanaan,5
Good lock,5
Woei menkes...mana sertifikatku vaksin booster udh 2x sampai sekarang belum keluar...apa harus bayar ta? Kan g ada uang g jalan,1
pake aplikasi ini karena terpaksa sumpaah,1
Mantap,5
Gila masa harus isi data lagi kalau cek tiket dll ya? kalau gagal ngulang2 lagi,1
Gasss,4
Bagus,5
GA KORONA MASIH AJA ADA APKNYA KONTO,1
"Orang sehat, karena gak vaksin kok dicap tidak sehat.",1
Covid-19,5
Aplikasi yg Tidak berguna bagi masyarakat n,1
"Sudah vaksin bosster tapi sertifikat kok belum muncul2, suruh claim dulu tapi pas masukin data padahal sesuai tanggal vaksin salah terus.",1
Saya mau download sertifikat vaksin tapi terkendala nomer hp yang saya daftarkan di aplikasi ini sudah tidak aktif. Tolong ada fitur tambahan terkait hal tersebut.,4
"Aplikasinya kurang canggih, pas mau cari tanggal ke tahun 90an harus berkali kali klik mundur",1
Ok,5
Status tetap kuning walaupun sudah vaksin booster dan tidak ada respon payaaaaah,1
"Dikit"" minta di update 😌 mengheran dehh",5
Aplikasi kebanyakan bug! Hotline kemenkes jg otp lama dikirim. Perbaiki lah!,1
Gk jelas saya udah vaksin ke tiga status warna masih kuning padahal sertifikat udah ada tiga2 nya . Udah dua kali komplain bilang nya tunggu sedang diurus tapi masih sama setiap scan barkode selalu gagal udah di uninstall pasang lagi masih sama,1
Gimana sih pelayanan nya ini aplikasi. Orang mau booster aja susah setan emang,1
ok bgt,5
Gajelas erorr Mulu,1
bikin ribet aja lu,1
bapuk,1
Ok lah. Cukup membantu.,3
"Buka sertifikat gak bisa, kok malah jadi layarnya putih",1
"Bisa bisanya aku udh vaksin 1,2,3 tapi sertifikat ku nggk muncul di aplikasi ku cemana nyah",1
bagus sekali,5
Hapus ulasan,5
Baik,5
Ini aplikasi gimana ya.masa mau cek sertifikat vaksin gak bisa.udah chat wa juga ga bisa haduh.minta tolong untuk di perbaiki secepatnya....,1
Terlalu sering update,1
"Ribet bener mau klaim sertifikat vaksin aja kudu pake tanggal vaksin ,vaksin apa yang dipake. Ya mana tau lah vaksin apa yang dipake,tanggal juga lupa,kita rakyat cuma bisa ikutin peraturan. Tinggal kasih aja sih sertifikatnya disana kan tertulis tanggal & jenis vaksin apa aja. Wajar indonesia gak maju maju walau dah melek terknologi birokrasinya yang ribet tetep sampe dibawa ke teknologi",1
Aplikasi GAJELAS!!!!! SMUA FITUR DAN OPSI GA BISA DI BUKA.. JARINGAN AJA 5G WOY.. 200MB/Sec.. NI JARINGAN GUA APA EMG APK NYA GA BERGUNA!!!!!!!!,1
"Sertifikat vakisn tb2 tidak bisa muncul, sudah di update, log out ttp tidak muncul .",2
Baik,5
saya sudah booster tapi diaplikasi belum muncul sertifikasi booster padahal udh 4*24jam lho,1
Bagus,5
Semoga sehat wal afiat,5
Saya sudah vaksin boster 3 hari yang lalu tapi sampai sekarang kok belum muncul sertifikatnya,2
Sangat bermanfaat,5
Saya sudah vaksin booster tapi di app belum update.. padahal saya sangat butuh sertivikat nya.!!!!,2
Ok,4
"Aplikasi jelek, waktu mau setting tanggal lahir,mentok cuma bisa ubah tahun doang.waktu setting tanggal sama bulan ga bisa digeser.",1
Wl f EDdefhat time 9la,1
Bagus untuk informasi,5
Subhanalohu Akbar Allahumma Solli Alaa Sayyidina Muhammad SAW Amin Yarobbal Alamin Semangat Kompak Buat Seluruh Rakyat Indonesia Raya NKRI Pancasila Sakti Sejati Terbukti Aplikasi Peduli Lingkungan Terbukti Tdkberguna untuk Mengambil Memasukkan data Ke Aplikasi Peduli Lingkungan Tiap Akan Ketik Nama Tgl Lahir thn Tdkbisa Wkt 2 Menit Hingga Berulng 3 Kli Download aplikasi Peduli Lingkungan Hingga Hub Tlp Sama Untuk masukkan Data Lengkap Identitas diri Gkbisa Hingga 3 Kli Subhanalohu Akbar Allahum,5
Esszyruu di sorum uuu UU:-O yxxzzzzzzzzzzzz ss azzSzszzu(TT)cgtxx:-\(^^):-O:-(>.<:^)}:‑),4
Bagus,5
"Udah vaksin 2x kok masih merah , katanya jadi warna kuning , piyetoookiiiii",2
"Saya mau nge cek dimana da vaksin terdekat tapi tidak bisa dilihat layarnya putih semua, padahal saya butuh vaksin booster segera",2
sangat bagus,5
👎👎,1
Oke lah,5
kesehatan penting,5
Aplikasi hura hura,1
Ok,5
Ok,5
Saya tidak bisa cek data saya. Sampai hubungi kemenkes suru ganti no hp. Tp masi tidak bisa,1
Top Peduli Lindungi,5
Sangat bagus,5
𝑂𝑘 𝑔𝑜𝑜𝑑,5
Baik,5
Ok👍,5
Aplikasi apaaa ini....jelas jelas nama sama nik udah sama kyk di KTP kok masih disuruh menyamakan....trus samakan apanya lagi aduhh aduhh,1
"Mohon maaf, kenapa mau instal sertifikat selalu gagal, padahal data sudah valid jaringanpun stabil",3
ora jelas,1
"Perbaruan Data Error. Mau nambah data keluarga tidak bisa, tolong di perbaiki",2
Ok,3
"App nya blm suport buat semua orang soal nya banyak kendala logout sendiri. Tidak bisa. Login. Pendaftaran nya eror. Notif yang gak jelas. Mohon segera diperbaiki min soal nya sekarang rata"" orang sudah vaksin dan banyak pengguna app ini untuk pengecekan hasil vaksin .",1
Sudah laporan bebrapa kali data masih belum muncul.,1
Jelek,2
Coba dong balik lagi kaya dulu gak pake internet atau kuota juga bisa masuk bisa scan barcode 🙏🙏🙏,3
Ok,5
Bermanfaat sekali,5
Pedulilindungi mmg bermanfaat,5
Mau cek sertivikat faksin aja sulit,1
Sertifikat tidak bisa dibuka . Sekian.,1
Ga bisa log in inii..,1
Sertifikat vaksin booster gw kemana woy,1
Yaa gimana yaa minta update terus capek seriusan,3
Like,5
Cek sertifikat vaksin aj susah amat malah layar putih semua BROKEN,1
Kemarin sudah vaksin booster. Kenapa belum ada status selesai vaksin Booster nya,1
Mempersulit,1
Saya dan kakak saya sdh. 2 kali faksin dan kakak saya kena penyakit syaraf kejepit dari pinggan dan kalau malam tdk.bisa tidur karena badan sebelah kiri sakit dari pundak sampai kepinggang bagaimana cara penyembuhannya,3
Ga jelas,1
"Setelah dibuka untuk cek sertifikat vaksin, tiba-tiba tulisan hilang dari layar Alhamdulillah dapat respon cepat, sekarang sudah bisa dibuka dengan baik....salut",4
Kenapa saya tidak bisa instal ni aplikasi peduli lindung..tolong segera bikin bae kembali ni aplikasi peduli lindung.,3
Tidak punya akses ke nomor lagi dan email gak bakal bisa login minta batuan pun ga ada guna,1
www?🌅🌅 AW qqqqqqqqqqqqqqqqqqqqqqqw llllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllqqqqqqqqqqqqqq,3
Topp,5
"Blm lama update, eh update lg.. Jadi ribeddddddd nih PL.... Kampreeeettt...",1
kecolong bjorka coyyy wkwkwk,1
dakwah keseluruh alam,5
😍,5
Sangat bagus,5
Boleh lah,3
Apkx bagus,5
"Aplikasi kocak, log in berkali"" g dikirim"" OTPnya...pake nunggu 3 jam pula...aplikasi receh kok ribet amat",1
Aplikasi apa sy mau cek sertifikat aja g bisa yg ada loding terus,1
"Yang katanya apa apa suruh nunjukin sertifikat vaksin.. sertivikat saya gak bisa diinput krn ada salah data, udah lapor dr bulan september, sekarang udah november , heran banget saya yang seluruh rakyat indonesia suruh pake kok penanganan kya gitu aja lama banget!! Sampe mau beli tiket konser aja gak bisaa !!!!! Udah tlp katanya suruh lewat wa.. udah wa dijawabnya proses teruss.... kalo gak sanggup ngurusin bubar aja dehhh ! Ngribetin Mau komplen ig juga disana isi nya komplen semua. Ha",1
Bagus,5
Koneksi agak lambat mohon dipercepat loginnya aplikasi,5
"Akhir² ini aku coba buka aplikasi nya tidak bisa, tulisan nya aplikasi ini tidak menanggapi",1
Aplikasi ehac nya kok gak muncul ya,4
.44d ļ c 3 .7 prf xf di 4putih rek 2 4,1
Sangat membantu,5
Tolong woy yg bikin apk sy udah vaksin 3kli Tpi belum kebaca d apk ini...,1
Baik,3
Susah dibuka. (Lemot),1
Ok,5
"Mu verifikasi aja susah Padahal sudah berulang2,sampai berhari2 msh blm bisa juga🤬🤬🤬",1
Bagus,5
Aneh bet,1
ok,5
bagus banget,5
Riweuh ga bisa lewat web cuma buat unduh sertifikat,1
Sangat membatu,4
"gmna yaaa,,sy sdh vaksin tpi kok ngga muncul si sertifikat nyaa.malah layar putih. tolong perbaikan nya yaaa....",1
"App sangat tidak solutif, nomor hp ganti minta ke cs agar diubah, katanya sudah didaftar no hp barunya, tetap saja tidak bisa login, malah disuruh daftar dg no hp baru dan aplikasi menolak katena NIK sudah terdaftar, ..amppuuuun",1
Fungsinya apa?,1
Aplikasinya agus dan lancar digunakan jika ke mall,4
Pelayanan sangat amat buruk untuk merubah no tlpn aja butuh waktu lebih dari seminggu setiap di chat melalui wa jawaban nya selalu sama tunggu 1x24 jam tp hasil NIHIL GA GUNA COSTUMER SERVIS NYA DARI PADA NGABISIN UANG NEGARA MENDING D TIADAKAN SAJA PEDULI LINDUNGI BUAT RIBET,1
