score,content
1,"Mau benerin tentang data aja saling lempar lewat wa suruh telpon calcenter , dri calcenter suruh hubungi ke WA hadeuh"
1,Gabut
5,Cukup comunikatif
5,Baik
5,yups
5,Very gooood
1,Nungguin sertifikat di approve lama buanget.
5,Jd mudah utk kekantor ato ke bepergian kmna aj
2,Hh
1,Gagal terus scan
5,Mempermudah menyimpan data vaksinasi
2,sy sdah slsai vaksin k 3 sejak bulan april lalu tp sertifikatnya blum terbit sampai saat ini malah dlm aplikasi peduli lindungi sypun sdan cek tdk terdaftar nama sy
5,sangat bermanfaat
5,Top
1,Aplikasi gajelas eror trus
1,"masa gw udh booster ga masuk sertifikatnya, udh wa ke kemenkes ga kasih solusi malah minta otp, gada sms otp yg masuk, debat mulu tiap masuk mall kudu bawa sertifikat boosternya"
1,Ga bisa masuk
1,Kenapa gak bisa di buka. Parah ni
5,semangat kerjanya😇
5,👍
5,Ok
2,Kenapa pas saya daftar nama sesuaikan dengan di ktp ajh padahal udh sesuaai tolong responya
4,Oke
1,susah dan sangat sangat sangat merepotkan. mau buka sertifikat aja bolak balik ga jelas
5,Jos
1,Sudah vaksin ke 3 tp di app tidak mincul sertivikatnya...bisa ga input data itu cepat... Kalian itu org2 berpendidikan tinggi ...jd yg kompeten dong melayani masyarakat .!!!
5,Apknya bagus bangettt
5,Cepat Aplikasinya
4,Yah baguslah ikuti maunya bapak joko
3,Tolong lah di percepat sedikit orang kerja jadi ribet sudah vaksin boster tapi warna masih kuning gak bisa masuk juga ampun dah udah di update begini amat sertifikat sudah keluar warna masih kuning gak bisa masuk dan gak bisa scan gagal ampun dah 🤯🤯🤯😈😈😈😈
3,Saya sudah booster kok di status masih vaksin 2 ya
5,Oke
5,Membantu
5,Mempermudah ketika bepergian
5,Ok
5,Sangat membantu.mantap
5,Ok
1,versi terbaru makin parah lelet nya pas d buka. msi bagusan versi lama langsung trbuka smua
5,Sangat baik
5,No komen
1,"Di HP Oppo 37a ko ga bisa di instal, dulu pertama bisa setelah minta di perbarui malah ga bisa muncul.."
5,Ok
5,Bgus
5,"Sangat membantu sekali, terima kasih."
5,Ok
5,Sangat baguss
5,Mantappppppppppppppppppppppppp
1,Kok sering logout sendiri... pas dibutuhin hrs login lg dan lagi... 😏
5,Joz
1,gak bisa masuk gak bisa daftar !!!!
5,Terimakasih sangat bermanfaat
3,Ga bisa dibuka
3,Ulasannya tepat
5,Ok...ada ke kurangan dengan Updete..yg selalu gagal apabila masuk...mental lagi....lebih 2 gk bisa taruh frofil foto.
2,kenapa tanda saya sudah divaksin jdi hilang ya??
4,Coba dulu bossku
1,"Gimana sih ini, saya mau klaim sertifikat vaksin kok gabisa Mulu. Padahal tanggal sama nik udah sesuai. Bikin ribet aja."
5,4 bintang dulu
5,Ok
1,Hmmm... suka logout sendiri dan lemot dari pengisian fom kurang simple.
5,Ok
1,"Untuk mengisi tanggal lahir formatnya jangan pakai kolom geser kayak gitu, isi manual aja.. soalnya gesernya repot. Udah gitu suka logout sendiri.. hadeeuhhhh.."
5,Keren
2,"Update mulu sih, mau scan QR malah ga bisa 😢"
5,Baik.. sangat diperlukan
5,Bagus mantap
5,Keren..
2,Gk pernah kepakai
5,Good
5,Sangat bagus
3,Menjadi ribet untuk menbahkan sertifikat vaksin tambahan..mengisi tanggal lahir ribet bnget hrs typing brulang ulang untuk menuju tanggal bulan dan tahun lahir..tidak sesimple yg pertama..inti nya setelah update mlh jd ribet.
5,Bagus
5,Sangat membantu dalam perjalanan
5,mantap
3,4f
5,mantab sangat membantu
1,banyak bug
5,Bagus
5,Mantap
5,Aplikasi mantap
1,sy donlot sertifikat aja berbelit2 suruh watsap dan ngikutin arahan tp ga dikasih sertifikatnya
5,Savety first......S E H A T !!!!
1,Terlalu berat diakes
4,Sangat bagus
2,"Saya tidak bisa melakukan scan, setiap buka scan selalu mati hp saya, sudah coba hapus cache tapi tetap sama aja, udah coba login berkala juga tapi masih mati juga, tolong di tindak lanjuti saya jadi susah untuk masuk gedung"
5,"Sangat membantu untuk melihat hasil sartipikat vaksin 123,yg sdh syh terima,dan ternyata data syh sdh ada dan tercatat di pemerintahan."
5,Sangat membantu sekali buat saya.tpi kenapa setiap mau buka selalu minta diperbarui terus.apa yang lama tidak bisa di gunakan lagi.terima kasih🙏🙏
1,🗿
5,Sangat membantu
5,"Baru 30 hari kok sudah pembaharuan, yang bener saja..."
1,"Sumpah ya, plis itu orng"" yg bertugas di tempat vaksin. Bisa ngk data kita langsung diupload disini. Udah 3x vaksin data saya ngk ada. Dan skrng malah saya yg repot ngurus"" lagi. Disuruh vaksin lengkap udah diikutin, pas mau berangkat gini malah saya ngk bisa krna data peduli lindungi saya vaksinya ngk ada satupun."
4,ممم
1,Anjir data gw bocor
1,"Buat admin minta tolong percepetan update pembaharuan data buat yg drop out ,, karena dilokasi tidak bs upload data ke sistem, sudah komplin juga ke whatsapp kemenkes,, sudah 7 hari tidak ada perkembangan,, saya janji jika sudah beres saya tambahkan bintangnya terima kasih"
2,Abis di update kok jadi gak bisa kebuka dan keluar mendadak. Aplikasi berhenti Bukan makin bagus kok makin jelek
5,Sangat membantu
1,"Sering banget error, pas butuh gak bisa scan barcode"
1,Apaan ga bisa download setifikat vaksin
5,Ppoko l Opl Lop .p
5,Sangat membantu
1,"woi ajg gw butuh buat google form taik, lu malah nyuruh coba lagi besok"
5,Sangat bagus
5,Lumayan daripada cari2 sertifikat di puskesmas
3,Bad
1,Payah aplikasinya
5,Bagus
5,kenapa tahu tahu wa bisa hilang
2,"Kalau saat ini ya, saya mau upload foto profil saya tetapi masih malah nggak bisa sehingga saya minta tolong untuk segera ditindaklanjuti ya."
1,"Check in gagal terus,, bikin repot"
4,"Susah bgt setelah diperbarui, padahal sinyal stabil"
1,Aplikasi ga jelas mau vaksin booster ke 3 aja di persulit
5,Baik
1,"Mnunggu hampir sebulan untuk approve 2 dos vaksin. Ini pun belum juga di approve. Masyarakat di suruh segera vaksin lengkap. Tapi adminitasi sesulit ini. Kalau belum siap dengan kebijakan memakai aplikasi, ya jangan dulu. Susah!"
1,"Seminggu kemarin habis tes swab antigen masal di PT, tapi semenjak habis swab mengapa akalu scan selalu gagal ya, padahal hasilnya alhamdulillah negatif, saya tanya teman juga sama seperti saya kasusnya, tolong diperbaiki. Membuat saya kesusahan untuk masuk kerja kalau begini"
1,May pertamina
2,pake aplikasi nh data sertifikat saya yg k2 blm masuk smpe saat ini mungkin ketukar sama orang lain. tolong dteliti lagi masa yg belum vaksin data sertifikat udah keluar sedangkan saya udah vaksin k2 blm keluar sampe sekarang
5,good
5,Mntap
5,Antisipasi
1,Parah error.
3,"Aplikasinya force close di bagian cari lokasi, jadi misal mau cari daerah lain di kolom searching malah force close sendirinya. Semoga bisa diperbaiki yak, bakal berguba banget itu kalo mau berpergian"
1,Kenapa gak bisa masuk padahal sudah scan barcode tapi tidak bisa masuk Aplikasi semakin kesini semakin gak enak
5,Good
5,Ok
3,"Di perbarui teruss, prasaan belum lama perbarui udah harus perbarui lagi😭"
5,"Hebat Indonesia, sy sdh di boster...🙏🙏🙏"
5,Kasi 5 bintang sekaligus
1,Tolong exp kode verifikasinya jangan sebentar banget... kadang2 emalnya baru kekirim setelah beberapa menit pas input kode malah exp trus... mohon solusinya
5,Ok
5,Good i like it
5,Good
1,Aplikasu kaco. Udah vaksin lengkap sertivikat malah jadi sertivikat ke 1. Payah nyusahin aja.
1,"Kenapa lelet nya parah ..terus ga bisa masuk "" sertipikat istri saya .."
1,Sejak diperbarui udah ga bisa di buka sama sekali. Tiap masuk mall gak bisa.. gimana donk min
3,coba liat dulu aj deh..
1,Kenapa hanis di perbaharui jadi lemot begini...?? Sertivikat bosster juga gak nongol..!!
5,Good
1,Bikin ribet...mesengnyakaran
1,Aplikasi konyol
5,Ooo
1,aplikasi paling tolol..masukin tgl lahir dr 2022 ke 1992 lama ngeklik nya tolol anying
4,Good
1,"Udah suntik 3kali masih aja kuning, ga update"
1,Udah muncul sertivikat tinggal download kepencet keluar malah di suruh nyatet data lagi dan di suruh coba lagi besok yaelah apa² jadi di persulit gini
5,Mantap
5,Sangat membatu
5,👍👍👍
3,"harus nya udah ga perlu lg, ga pake gini2an lg, blm lg aplikasi yg sering error."
5,Bagus menambah pengetahuan
1,Angel
5,Mantabs
3,Kenapa aplikasinya gk bisa kebuka boss
5,Ok
5,Baik sekali
1,Payah hbs diperbaharui malah gk bisa log in asli parah
5,Kenapa saya mau daftar aplikasi ini tapi ngak bisa di download?
5,Ok
1,😒
1,update mulu hanpir tiap minggu tpi masih jelek aja
1,ga berguna
1,"terdeteksi vaksin ke 2 namun sertifkat tdk muncul, ini yg banyk jadi masalah"
5,Ok
2,Aplikasi ny keriset Udh download 2 x GK bisa masuk trus pdhl no tlpon udh benar Tolong perbaiki aplikasi ini biar kami bisa mencari data kami ...untuk saat ini sy kasih bintang 2 dulu ntr klo udh bgus sy kasih bintang 5 deh
5,"Bagus apk nya........ Apa liat"""
5,Mantap
4,Ok
1,Lelet
1,"Aplikasi bodoh,nama lengkap di bilang g lengkap, suruh isi captca tapi gak muncul captca nya"
5,7vv
1,Maaf ya sebulumnya Saya sudah vaksin 3 kali 1.tgl 20/11/2021 2.tgl 22/12/2021 3.tgl 25/7/2022 Tapi pas saya cek sertifikat vaksin katanya baru 1 kali..itupun pas dosis pertama...percuma dong punya apk tapi ga bisa buat ngecek sertifikat vaksin....
5,"Penyimpanan aman, tdk mudah hilang at terhapus"
1,Sudah booster tpi status masih kuning 😤😤
1,Aplikasi tidak bisa dibuka.payah.
1,Setelah diupdate pda tanggal 25 juli tambah lemot lelet pdhl pake wifi.
2,"Setiap saya mau barcode di pabrik, pasti muncul Check-in gagal trs.. Kenapa ya semenjak diperbaharui kok jadi kayak gni, biasanya saya kalo check in sllu berhasil,, Akhirnya menghambat pekerjaan, yang seharusnya sudah kerja, hrs minta surat ini itu biar saya bisa masuk pabrik.. Tolong dong diperbaiki,,"
1,Aku pake aplikasi ini untuk main krl simulator tapi persyaratannya kita harus pake booster dulu guys... Sayang sekali di game lain seperti bus simulator dan di tol simulator gak ada kode qr nya yh.. Jadi yg main bis simulator sama tol simulator kyk ngecheat..
5,bermanfaat
4,Lumayan membantu
5,Mantap
5,sangat membantu do'a in sampe korea ya bos kuu
4,Bagus
1,"Bikin ribet segala urusan,, mana lola bener bukanya"
1,"Aplikasi parah banget setelah di perbarui,sertifikat vaksin jadi dosis satu semua,terus email dan nomer telpon ga ter daftar..gak jelas.. Costumer service nya juga ga bisa di hubungi.. Tolong di perbaiki dong,akses saya ke gedung gedung jadi terbatas karena warna kuning ."
2,Woyy kode otpnya mna woyy udh 6 menit blum dapet kode otp
1,"Parah saya ingin daftar tapi tidak bisa dlu kesalahan nya di nik sama nama katanya tdak valid padahal sudah benar, skrang udah bisa tapi masalah di kode otp katanya tidak valid maunya apa sih pdhl sistem sendiri yg isi kode otpnya tapi tetap tda valid ini aplikasi gimna sih maunya"
5,Good
5,Ok
5,Bagus
5,Nice
2,"Saya update 11/07/2022 skrng app gk bs di buka sama sekali,saya gk bisa buka hasil swap hari ini."
3,Terimakasih perduli lindungi......
1,Apl gak jelas gak mau nanggapin kalah sama pinjol ilegal
5,Canggih👍🏻
1,"Saya sudah vaksin ke 2, tapi data tidak bisa di input, gimana sih? Sudah 1 bln lebih udh telpon 119, udah wa juga tp msh blm jga bsa di input, dan mreka jga gk tau apa salahnya, gk bsa menjamin apa2, terus yg tau masalhnya siapa???sruh nunggu terus tanpa tau salahnya dmn. Solusinya apa.. Sya udh bolak balik k ptgas itu juga butuh cuti, Tolong donk saya sudah melakukn kewajibn, hak sya jga hrusnya d penuhi. Mana semua2 sekarang harus tunjukan setirfikat vaksin."
3,Aplikasi nya gk guna masa pas mau login malah keluar sendiri
2,Yang bikin lama masukin tanggal lahirnya
1,"APLIKASI GA JELAS, CAPTCHA NYA BETUL BILANGNYA SALAH BANYAK BUG HADEH 🥴🥴"
5,Ok
1,Ok
4,Sangat membantu
1,P7l xý3d
5,Bagus🤗🤗🤗😪😪😫😫😫
2,Kenapa aplikasi nya gabisa dibuka ya
5,w/ gugvhv
5,nice aplikasi yg berguna ketika vaksin dan ketika bepergian
1,"Kenapa setelah diupdate malah fitur chatbotnya tidak bisa digunakan? saya butuh bantuan terkait nama yg salah di NIK saudara saya, mohon diperbaiki"
5,Sangat membantu dan memudahkan
3,"Gak tau kenapa nih, udah bbrapa hari aplikasi nya gak berfungsi. Ketika mau mau scan barcode gagal gak bisa masuk. Segera perbaikiii dong"
1,Boros batre
1,Apk sampah .. Nggak bisa masuk .. Apk yg sangat merugikan
1,Jelek
5,Ok
1,Aplikasi ga jelas.. Mlah ga bsa cek in ke gedung2.. TAMBAH PARAAAAAAAHHHH
5,"Trima kasih Kemenkes, aplikasi ini sangat membantu."
5,Cocok
1,sistem buruk
5,Mantap....
5,Trima kasih sangat bermanfaat
5,Tingkatkan terus untu lebih baiknya untuk kepentingan Masyarakat.
5,top
5,"Sangat mudah digunakan dan sangat bermanfaat, tks."
4,Sgt bermanfaat
1,Ga bisa di buka sertifikat vaksin padahal sudah vaksin boster paraaaaah banget.
5,Sangat memudahkan bagi pengguna
4,"Cara mengubah tanggal kelahiran untuk klaim sertifikat tidak praktis, terlalu lama mengubahnya jika memakai kalender, terutama untuk umur yg sudah tua"
1,"makin parah , untuk login malah ngga bisa sama sekali . jelas² udh punya sertivikat tapi data ngga ada atau belum terdaftar mengecewakan"
5,Mantap
1,"Sertifikat didalam aplikasi hilang, harus klaim ulang dan mencantumkan tanggal vaksinasi. Dan jika lupa tanggal vaksinasi maka tidak dapat mengklaim sertifikat vaksin. Beginikah sekelas program pemerintah?"
5,bagus sekali
4,"Okay, mantap lah kita ngikutin pemerintah ajah"
5,Mantap
5,Baik
1,"ga bisa scan, gagal mulu"
3,"Maaf mau tanya, untuk hp yg sudah tidak support lagi dengan aplikasi peduli lindungi bagaimana ya? Mohon bantuannya"
4,Aplikasi yg membantu sekali
5,Wajib dan demi kesehatan pribadi dan umum
1,"Semenjak diperbaharui proses chek-in gagal terus. Sdh coba ke pengaturan ""hapus data"" dan login lg d aplikasi, hasilny sama gagal terus."
2,pa sin
1,"Sebenarnya udah chat layanan via WhatsApp berkali kali tapi selama satu bulan masalah tidak bisa terselesaikan no tiket gonta ganti tapi data gak bisa di input, mana setiap consumer services nya jawab nya beda beda dan tidak solutif, sudah satu bulan lebih nunggu tapi gak ada perubahan"
5,"Sangat Bermanfaat , Untuk Akses Kemana Mana... , Ayo Vaksin Booster, Biar Bisa Kemana Mana, Dan Bisa Urus ini itu, Masalah Administrasi... , Ayo Vaksim Booster, Dan Tetap Patuh Protokol Kesehatan..."
5,Semoga kami bangsa indonesia pada sehat semua adanya program ini amiin
5,👍🏾👍🏾👍🏾
5,Susah peebaharui
5,HenejnernnjjH
5,Terimakasih untuk responnya yg cepat.. 🙏🙏
5,Pelayanan yg memuaskan..
5,Ok
5,Good
1,Makin parah ja ga bisa di buka
2,Kenapa saya jadi tidak terdaftar ya ??? Ada apa gerangan ??
1,"Setelah update jadi terasa berat dan sering force closed,"
3,Untuk android versi 5... Gak support. Apa wajib ganti. ( uang pas2 an ini) aplikasi lain aja.. Nyiapain untuk android type bawah.
5,Ok
5,Top
5,Mantap
5,Mantab
1,Cape dan lelah tiap buka apps ini mesti daftar terus... tidak praktis dan efisien... tolong diperbaiki lagi..
5,Luar biasa🙏
5,Bagus
5,Sangat penting
5,Mantap
5,Good
5,"Tahun 2022, semoga pandemi cepat berakhir."
5,Sangat membantu
5,Bagus
1,"Aplikasi lemah, murahan"
5,Ok
2,Saya udah vaksin ke 3 tapi waktu scan kok masih kuning
3,Pak sya 2x vaksin di HK saat jadi bmi.bagaimana supaya saya bs dpt vaksin booster di indo?
5,Ok
1,"Aplikasi eror, sertifikat tidak bisa diklaim."
5,Aplikasi PeduliLindungi Memang Tepat Utk Kita Semua. Agar Kita Bisa Saling Menjaga Kesehatan.
5,Berguna buat memantau
1,apakah harus selalu booster vaksin? klo komorbid seperti saya bagaimana? kemarin ini 2x datang ke tempat booster tidak mau mem vaksin...jangan terlalu saklek dong aneh banget
2,Saya sudah memperbaharui aplikasi. Tapi setelah memperbaharui aplikasi malah tidak bisa di gunakan untuk cek in.
5,Bagus
5,Super bermanfaat. Aplikasi yang sungguh penting dan modern
2,"Stuck di loading screen, sudah di clear chace, hapus data, bahkan sampai install ulang tapi tetap tidak bisa. Kira-kira kenapa ya? Sangat mengganggu mobilitas. Trims"
5,Sangt baik
1,Jelek
1,🚳
1,Check in sering galau
5,Mantap
4,Kenapa Tidak bisa check in?
2,Knp sih susah banget untuk cek sertifikat aja.
5,Apk sgt membantu dan simple
3,Taex app
5,Ok
1,Setelah diupgrade jadi ga bisa dibuka.... Errornya
5,Senang sekali
1,Ruwet
3,Kenapa sulit untuk check on padahal sudah vaksin boster
1,Sehat ya dg peduli lindungi
1,Tolong balikin ke semula karna hp saya tidak bisa mendownload aplikasi karna ram hp nya kecil dan jangan mempersulit rakyat kecil
5,Bagus
5,Kemudahan naik.lereta api dgn peduli limdungi
5,mantap
1,"Emang korona itu ada? Orang sakit gigi oun di bilang korona ,.. situ sehat?"
5,Bagus
5,Lebih aman saja
5,Good PeduliLindungi 👍
4,"Pembuatan aplikasi ini tidak dikaji dengan baik, mengapa? 1. Karena banyak orang tua yang tidak memahami atau memiliki android/ios. 2. Jika di semua tempat umum syarat masuk harus discan, ada yang tidak bisa divaksin karena mempunyai penyakit bawaan! Masuk tempat ibadah juga discan?! Sudah tidak takut Tuhan? 3. Penghormatan terhadap hak-hak individu oleh pemerintah?. Pasal 28G ayat (1) jelas."
3,Ok mantap
5,oke
1,Aplikasi yg merepotkan dan menyusahkan sering error tiba2 Uda bolak balik update ttp aja suka error
1,Error
1,"Aplikasi cacat scan gagal2 terus.. sudah di instal ulang tetap saja gagal check in padahal vaksin sudah lengkap👎👎,, APLIKASI CACAT KAYAK GINI MAU DI JADIIN ALAT PEMBAYARAN,, CACAT2👎👎👎👎"
5,Nice ....
5,Ok
5,Yuu
1,"Aplikasi ga guna, melengkapi akun berdasar KTP atau NIK aja repotnya bukan main ^^"
1,"My ID number is wrong, but I cannot update it with the correct number"
1,Setelah di-update aplikasi ga bisa dibuka..pdhl dh update nmer yg terdaftar..kok gd SMS masuk
5,Ok
1,Ngisi tgl lahir RIBET!!! Loading lama ngelek bikin emosi. Capta gak ketengah menu konfirmasi ketutup. Aplikasi guoblooookkkkk
1,🐌
2,"KENAPA TIDAK BISA DI BUKA AKUN SAYA?! WADUH KACAU! KALAU SAMPAI GG STABIL LAGI, BAGAIMANA PERJALANAN PENERBANGAN SAYA NANTI AHIR BULAN! DI PERBARUI KOK MALAH KELUAR SENDIRI & SERTIFIKASI TIDAK TERBACA. AYOLAH JANGAN SEPERTI INI. KEMBALIKAN STABIL AKUN SAYA."
1,Kurang Efektif dan kapasitas aplikasi terlalu besar
5,ok mntp
5,Responsif
2,Sudah vaksin tapi tidak muncul sertifikat apk kurang baik
1,"TOLONG DIPERBAIKI APLIKASINYA, APLIKASI INI TIDAK KOMPATIBEL DENGAN PERANGKAT HP SAYA (HP SAYA XIAOMI REDMI 3). TOLONG DONG DIPERBAIKI, APLIKASI INI HANYA DIGUNAIN BUAT NUNJUKIN SERTIFIKAT VAKSIN DAN SCAN. HANYA DUA KEGUNAANNYA TAPI KENAPA HARUS HP SPEK DEWA YANG BISA DOWNLOAD APLIKASI INI."
5,Ok
5,Bagus
5,Nyaman
1,Sampah ....
1,Sudah di vaksin tapi chekcin mall gagal aneh 😑
5,Mantap
4,"Scan selalu gagal chek ini kenapa ya mau masuk kantor jadi susah, udah di perbarui,udah hapus data dll tetep gk bisa kenapa ya min 🙏"
5,Sagat baik
1,Prik
5,Sangat baik dan membantu
5,Sangat bermnfaat
1,"Kenapa gak dapat"" SMS kode verivikasi Sampek d suruh nunggu 3 jam karena gak dapat"" kode verivikasi"
2,APLIKASI parah. G bisa to buat yg lebih baik lg.
4,"Aplikasi diperbaharui ngga bisa dibuka ?Harus nunggu otp dulu, ini aplikasinya ribet. Nyesel diperbaharui"
5,Ok
1,Ini gimana kok kode verifikasi tidak masuk
1,"Sampah, tiap mau login susah banget"
5,🇲🇨🇲🇨🇲🇨
1,eror kok begitu aplikasinya
1,Kode OTP yg d tunggu tidak ada.
1,Otp gagal terussss mantap IT nya
1,Ga bisa masuk semenjak update terus kode verif juga ga masuk2
3,Ini kenapa aplikasi peduli lindungi ku keluar sendiri? Padahal seinget ku gapernah log out.. Tolong lah diperbaiki. Udah masuk ulang tapi untuk nerima kode Verifikasi nya lewat SMS lama banget ga muncul²
1,OTP tidak bisa masuk
5,"ok...cukup mudah penggunaannya,sertifikat vaksin 1,2&booster langsung keluar...oke banget dahhhh"
2,Kenapa tidak keluar kode otp terus ya padahl nomer benar
1,KODE OTP LAMA EOI
2,"Ini gimana si mau daftar data udh tak isi semua ko kode nya nggak masuk""? Pdhl mau liat sertifikat vaksin dosis 3"
